replicate generation off.nbr off.nbfem off.nbmal off.density off.dvar off.sexratio adlt.nbr adlt.nbfem adlt.nbmal adlt.density adlt.dvar adlt.sexratio extrate off.disp off.fdisp off.mdisp adlt.disp adlt.fdisp adlt.mdisp off.allnbp off.allnb off.fixlocp off.fixloc off.ho off.hsnei off.htnei off.fis off.fst off.fit adlt.allnbp adlt.allnb adlt.fixlocp adlt.fixloc adlt.ho adlt.hsnei adlt.htnei adlt.fis adlt.fst adlt.fit
2 210 1327 699 628 0.6635 0 1.113 937 493 444 0.4685 0 1.11 0 0.4268 0.00071 0.9011 0.4272 0.0005434 0.901 1.2 1.2 16 16 0.0003014 0.0003012 0.0003012 -0.0006603 0 -0.0006603 1.2 1.2 16 16 0.0002668 0.0002668 0.0002668 -0.0002137 0 -0.0002137
2 215 2565 1279 1286 1.282 0 0.9946 2000 1000 1000 1 0 1 0 0.4524 0.0001728 0.9021 0.4511 0.0001039 0.9021 1.6 1.6 10 10 0.0003704 0.0003703 0.0003703 -0.0002772 0 -0.0002772 1.3 1.3 14 14 0.000225 0.000225 0.000225 -0.0001668 -2.22e-16 -0.0001668
2 220 2593 1273 1320 1.296 0 0.9644 2000 1000 1000 1 0 1 0 0.4594 0 0.9024 0.4511 6.203e-05 0.9021 1.8 1.8 7 7 0.0005206 0.0005204 0.0005204 -0.0003645 0 -0.0003645 1.65 1.65 8 8 0.00045 0.0004499 0.0004499 -0.0001807 -2.22e-16 -0.0001807
2 225 2541 1245 1296 1.27 0 0.9606 2000 1000 1000 1 0 1 0 0.4598 4.562e-05 0.9016 0.4511 5.679e-05 0.9021 1.95 1.95 6 6 0.000551 0.0005508 0.0005508 -0.0002672 0 -0.0002672 1.75 1.75 9 9 0.0006 0.0005998 0.0005998 -0.0002919 0 -0.0002919
2 230 2555 1302 1253 1.278 0 1.039 2000 1000 1000 1 0 1 0 0.4425 0.0001206 0.9021 0.451 3.359e-05 0.902 1.5 1.5 11 11 0.0003131 0.000313 0.000313 -0.000257 -2.22e-16 -0.000257 1.65 1.65 8 8 0.00045 0.0004499 0.0004499 -0.0002363 0 -0.0002363
2 235 2558 1272 1286 1.279 0 0.9891 2000 1000 1000 1 0 1 0 0.4538 0.0007799 0.9018 0.451 0.0001679 0.9018 1.5 1.5 11 11 0.0003518 0.0003517 0.0003517 -0.0005 0 -0.0005 1.4 1.4 12 12 0.0003 0.0002999 0.0002999 -0.0002919 0 -0.0002919
2 240 2505 1270 1235 1.252 0 1.028 2000 1000 1000 1 0 1 0 0.4448 5.224e-05 0.9022 0.451 3.138e-05 0.902 1.7 1.7 8 8 0.000519 0.0005188 0.0005188 -0.0003611 0 -0.0003611 1.65 1.65 8 8 0.0005 0.0004999 0.0004999 -0.0002752 -2.22e-16 -0.0002752
2 245 2515 1252 1263 1.258 0 0.9913 2000 1000 1000 1 0 1 0 0.4531 2.404e-05 0.9023 0.451 0.0001346 0.9019 1.65 1.65 8 8 0.0005964 0.0005961 0.0005961 -0.0004842 0 -0.0004842 1.5 1.5 10 10 0.00035 0.0003499 0.0003499 -0.0003574 -2.22e-16 -0.0003574
2 250 2560 1267 1293 1.28 0 0.9799 2000 1000 1000 1 0 1 0 0.4557 9.46e-05 0.9022 0.4511 1.4e-05 0.9021 1.5 1.5 12 12 0.0002734 0.0002734 0.0002734 -0.0001535 0 -0.0001535 1.7 1.7 8 8 0.0004 0.0004 0.0004 -0.0001094 -2.22e-16 -0.0001094
2 255 2579 1272 1307 1.29 0 0.9732 2000 1000 1000 1 0 1 0 0.4573 0 0.9024 0.4511 0 0.9022 1.55 1.55 11 11 0.000349 0.0003489 0.0003489 -0.0002371 0 -0.0002371 1.65 1.65 12 12 0.000525 0.0005248 0.0005248 -0.0004409 0 -0.0004409
2 260 2593 1302 1291 1.296 0 1.009 2000 1000 1000 1 0 1 0 0.4491 2.52e-05 0.9021 0.4509 1.472e-05 0.9017 1.6 1.6 11 11 0.0004242 0.000424 0.000424 -0.0004298 -2.22e-16 -0.0004298 1.45 1.45 13 13 0.000275 0.0002749 0.0002749 -0.0002047 0 -0.0002047
2 265 2540 1285 1255 1.27 0 1.024 2000 1000 1000 1 0 1 0 0.4456 0.0002153 0.9015 0.4511 0.0001506 0.9021 1.65 1.65 9 9 0.0004724 0.0004723 0.0004723 -0.0003694 1.11e-16 -0.0003694 1.65 1.65 8 8 0.000475 0.0004749 0.0004749 -0.0003029 -2.22e-16 -0.0003029
2 270 2548 1292 1256 1.274 0 1.029 2000 1000 1000 1 0 1 0 0.4445 4.348e-05 0.9018 0.451 1.508e-05 0.902 2.1 2.1 4 4 0.0007849 0.0007846 0.0007846 -0.0003731 0 -0.0003731 1.75 1.75 7 7 0.0005 0.0004999 0.0004999 -0.0001626 0 -0.0001626
2 275 2571 1285 1286 1.286 0 0.9992 2000 1000 1000 1 0 1 0 0.4513 3.849e-05 0.9021 0.4512 5.145e-05 0.9023 1.55 1.55 9 9 0.0004667 0.0004665 0.0004665 -0.0004379 0 -0.0004379 1.45 1.45 11 11 0.0003 0.0002999 0.0002999 -0.0002502 -2.22e-16 -0.0002502
2 280 2539 1286 1253 1.27 0 1.026 2000 1000 1000 1 0 1 0 0.4452 1.714e-05 0.9021 0.4511 0.0001094 0.9021 1.45 1.45 12 12 0.0004726 0.0004724 0.0004724 -0.0005585 0 -0.0005585 1.65 1.65 8 8 0.0006 0.0005997 0.0005997 -0.0005631 0 -0.0005631
2 285 2504 1237 1267 1.252 0 0.9763 2000 1000 1000 1 0 1 0 0.4567 0.0002524 0.9023 0.4511 5.521e-06 0.9021 1.5 1.5 11 11 0.02648 0.01962 0.01962 -0.3498 0 -0.3498 1.5 1.5 12 12 0.00035 0.0003499 0.0003499 -0.0002323 -2.22e-16 -0.0002323
2 290 2541 1256 1285 1.27 0 0.9774 2000 1000 1000 1 0 1 0 0.4563 7.545e-05 0.9022 0.451 0 0.902 1.65 1.65 7 7 0.001377 0.001368 0.001368 -0.006995 0 -0.006995 1.5 1.5 10 10 0.002 0.001973 0.001973 -0.01365 0 -0.01365
2 295 2501 1282 1219 1.25 0 1.052 2000 1000 1000 1 0 1 0 0.4396 3.68e-05 0.9018 0.4508 8.85e-05 0.9016 1.45 1.45 13 13 0.0003998 0.0003996 0.0003996 -0.0005203 0 -0.0005203 1.4 1.4 12 12 0.0003 0.0002999 0.0002999 -0.0002502 -2.22e-16 -0.0002502
2 300 2580 1269 1311 1.29 0 0.968 2000 1000 1000 1 0 1 0 0.4585 0.0003621 0.9019 0.4512 0.0002535 0.9022 1.75 1.75 8 8 0.0006977 0.0006972 0.0006972 -0.0006844 -2.22e-16 -0.0006844 1.5 1.5 11 11 0.000525 0.0005247 0.0005247 -0.0006555 -2.22e-16 -0.0006555
2 305 2010 1021 989 1.005 0 1.032 1573 797 776 0.7865 0 1.027 0 0.4437 0.0006558 0.9011 0.4448 8.606e-05 0.9016 1.5 1.5 11 11 0.0005721 0.0005718 0.0005718 -0.0005738 0 -0.0005738 1.7 1.7 9 9 0.0006993 0.000699 0.000699 -0.0004918 -2.22e-16 -0.0004918
2 310 2009 942 1067 1.004 0 0.8828 1540 788 752 0.77 0 1.048 0 0.4793 0.0002445 0.9022 0.4405 9.538e-05 0.9019 1.5 1.5 11 11 0.0002738 0.0002737 0.0002737 -6.791e-05 -2.22e-16 -6.791e-05 1.6 1.6 10 10 0.0005519 0.0005518 0.0005518 -0.0002676 0 -0.0002676
2 315 1727 881 846 0.8635 0 1.041 1388 677 711 0.694 0 0.9522 0 0.442 0.0001713 0.9021 0.4623 0.0001383 0.9023 1.4 1.4 13 13 0.0004343 0.0004341 0.0004341 -0.0003864 -2.22e-16 -0.0003864 1.45 1.45 12 12 0.0003602 0.0003602 0.0003602 -0.0001082 0 -0.0001082
2 320 1244 610 634 0.622 0 0.9621 982 482 500 0.491 0 0.964 0 0.4599 0.0002449 0.9022 0.4593 0 0.9021 1.3 1.3 14 14 0.02002 0.01613 0.01613 -0.2412 0 -0.2412 1.3 1.3 15 15 0.02536 0.02371 0.02371 -0.06946 0 -0.06946
3 1 2642 1284 1358 1.321 0 0.9455 2000 1000 1000 1 0 1 0 0.5261 0.539 0.5139 0.4963 0.4972 0.4955 12 12 0 0 0.9162 0.8059 0.8059 -0.1369 0 -0.1369 12 12 0 0 0.9175 0.9166 0.9166 -0.0009056 0 -0.0009056
3 5 2532 1244 1288 1.266 0 0.9658 2000 1000 1000 1 0 1 0 0.4168 0.4276 0.4064 0.5567 0.5859 0.5275 12 12 0 0 0.5297 0.4751 0.4751 -0.115 0 -0.115 12 12 0 0 0.579 0.5183 0.5183 -0.1172 0 -0.1172
3 10 2501 1263 1238 1.25 0 1.02 2000 1000 1000 1 0 1 0 0.3652 0.2889 0.443 0.3718 0.3021 0.4414 4.85 4.85 0 0 0.3507 0.3176 0.3176 -0.1041 0 -0.1041 5.45 5.45 0 0 0.3864 0.3419 0.3419 -0.1299 0 -0.1299
3 15 2547 1302 1245 1.274 0 1.046 2000 1000 1000 1 0 1 0 0.3185 0.1987 0.4439 0.3305 0.2171 0.4439 3.25 3.25 1 1 0.1762 0.1592 0.1592 -0.1069 0 -0.1069 3.05 3.05 1 1 0.1862 0.1577 0.1577 -0.1804 -2.22e-16 -0.1804
3 20 2520 1242 1278 1.26 0 0.9718 2000 1000 1000 1 0 1 0 0.316 0.1843 0.4441 0.3146 0.1849 0.4444 1.85 1.85 6 6 0.07597 0.07263 0.07263 -0.04607 0 -0.04607 2.05 2.05 6 6 0.1014 0.08999 0.08999 -0.1271 0 -0.1271
3 25 2567 1272 1295 1.284 0 0.9822 2000 1000 1000 1 0 1 0 0.3152 0.1839 0.4443 0.3141 0.1839 0.4442 1.9 1.9 5 5 0.02912 0.02372 0.02372 -0.2275 -2.22e-16 -0.2275 1.95 1.95 6 6 0.03565 0.03456 0.03456 -0.03168 0 -0.03168
3 30 2576 1314 1262 1.288 0 1.041 2000 1000 1000 1 0 1 0 0.3115 0.1839 0.4443 0.3141 0.1841 0.4441 1.75 1.75 8 8 0.03189 0.02209 0.02209 -0.4435 0 -0.4435 1.9 1.9 7 7 0.0262 0.02415 0.02415 -0.0848 0 -0.0848
3 35 2572 1255 1317 1.286 0 0.9529 2000 1000 1000 1 0 1 0 0.317 0.1839 0.4439 0.3141 0.184 0.4441 1.65 1.65 10 10 0.01464 0.01258 0.01258 -0.1637 1.11e-16 -0.1637 1.5 1.5 11 11 0.02925 0.02086 0.02086 -0.4024 -2.22e-16 -0.4024
3 40 2548 1230 1318 1.274 0 0.9332 2000 1000 1000 1 0 1 0 0.3185 0.1839 0.4441 0.3141 0.1839 0.4442 1.9 1.9 7 7 0.001119 0.001116 0.001116 -0.002676 0 -0.002676 1.8 1.8 5 5 0.001525 0.001516 0.001516 -0.006048 -2.22e-16 -0.006048
3 45 2559 1222 1337 1.28 0 0.914 2000 1000 1000 1 0 1 0 0.32 0.1841 0.4443 0.3141 0.184 0.4442 1.8 1.8 8 8 0.0004689 0.0004688 0.0004688 -0.0003422 -2.22e-16 -0.0003422 1.45 1.45 12 12 0.000275 0.000275 0.000275 -0.0001365 0 -0.0001365
3 50 2558 1284 1274 1.279 0 1.008 2000 1000 1000 1 0 1 0 0.3135 0.184 0.4441 0.3138 0.1837 0.4439 1.75 1.75 8 8 0.0004496 0.0004495 0.0004495 -0.0002296 1.11e-16 -0.0002296 1.65 1.65 8 8 0.0005 0.0004998 0.0004998 -0.0003753 -2.22e-16 -0.0003753
3 55 2654 1364 1290 1.327 0 1.057 2000 1000 1000 1 0 1 0 0.3104 0.1838 0.4443 0.314 0.184 0.444 1.4 1.4 12 12 0.0002261 0.000226 0.000226 -0.0001571 1.11e-16 -0.0001571 1.35 1.35 13 13 0.0002 0.0002 0.0002 -6.254e-05 -2.22e-16 -6.254e-05
3 60 2580 1309 1271 1.29 0 1.03 2000 1000 1000 1 0 1 0 0.3123 0.1842 0.4441 0.3141 0.1841 0.4441 1.95 1.95 6 6 0.0005426 0.0005425 0.0005425 -0.0003048 0 -0.0003048 1.6 1.6 8 8 0.00035 0.00035 0.00035 -7.147e-05 -2.22e-16 -7.147e-05
3 65 2610 1297 1313 1.305 0 0.9878 2000 1000 1000 1 0 1 0 0.3149 0.184 0.4443 0.3141 0.1839 0.4443 1.4 1.4 13 13 0.000364 0.0003638 0.0003638 -0.000444 -2.22e-16 -0.000444 1.6 1.6 9 9 0.00035 0.00035 0.00035 -8.934e-05 0 -8.934e-05
3 70 2560 1247 1313 1.28 0 0.9497 2000 1000 1000 1 0 1 0 0.3175 0.1842 0.4441 0.3141 0.184 0.4443 1.55 1.55 9 9 0.000332 0.000332 0.000332 -0.0001609 0 -0.0001609 1.65 1.65 8 8 0.0006 0.0005997 0.0005997 -0.0004275 -2.22e-16 -0.0004275
3 75 2538 1304 1234 1.269 0 1.057 2000 1000 1000 1 0 1 0 0.3106 0.1842 0.4442 0.3139 0.1838 0.4439 1.55 1.55 13 13 0.0003152 0.0003151 0.0003151 -0.0002218 -2.22e-16 -0.0002218 1.75 1.75 8 8 0.0006 0.0005998 0.0005998 -0.0003232 0 -0.0003232
3 80 2569 1270 1299 1.284 0 0.9777 2000 1000 1000 1 0 1 0 0.3157 0.1842 0.4443 0.3142 0.184 0.4443 1.5 1.5 10 10 0.0002919 0.0002919 0.0002919 -0.0001558 0 -0.0001558 1.5 1.5 11 11 0.00035 0.0003499 0.0003499 -0.0001966 -2.22e-16 -0.0001966
3 85 2531 1279 1252 1.266 0 1.022 2000 1000 1000 1 0 1 0 0.3125 0.1841 0.4436 0.3141 0.184 0.4441 1.6 1.6 10 10 0.0002568 0.0002568 0.0002568 -6.081e-05 0 -6.081e-05 1.45 1.45 13 13 0.0004 0.0003998 0.0003998 -0.0004379 0 -0.0004379
3 90 2482 1237 1245 1.241 0 0.9936 2000 1000 1000 1 0 1 0 0.3149 0.1843 0.4446 0.3141 0.184 0.4442 1.5 1.5 12 12 0.0003626 0.0003625 0.0003625 -0.0003584 0 -0.0003584 1.5 1.5 11 11 0.0003 0.0003 0.0003 -0.0001459 0 -0.0001459
3 95 2606 1319 1287 1.303 0 1.025 2000 1000 1000 1 0 1 0 0.3125 0.1839 0.4443 0.3141 0.184 0.4442 1.7 1.7 9 9 0.0004605 0.0004603 0.0004603 -0.000328 0 -0.000328 1.65 1.65 9 9 0.0004 0.0003999 0.0003999 -0.0001251 -2.22e-16 -0.0001251
3 100 2514 1222 1292 1.257 0 0.9458 2000 1000 1000 1 0 1 0 0.3179 0.1839 0.4446 0.314 0.1839 0.4442 1.65 1.65 9 9 0.0004972 0.000497 0.000497 -0.0003583 2.22e-16 -0.0003583 1.55 1.55 10 10 0.0004 0.0003999 0.0003999 -0.0002658 -2.22e-16 -0.0002658
3 105 2483 1191 1292 1.242 0 0.9218 2000 1000 1000 1 0 1 0 0.3195 0.184 0.4445 0.3142 0.1842 0.4442 1.85 1.85 6 6 0.000584 0.0005838 0.0005838 -0.0003405 0 -0.0003405 1.7 1.7 7 7 0.000575 0.0005748 0.0005748 -0.000359 -2.22e-16 -0.000359
3 110 2480 1271 1209 1.24 0 1.051 2000 1000 1000 1 0 1 0 0.3108 0.1839 0.4442 0.314 0.1838 0.4442 1.7 1.7 7 7 0.0004234 0.0004233 0.0004233 -0.0001729 1.11e-16 -0.0001729 1.85 1.85 4 4 0.000725 0.0007248 0.0007248 -0.0003192 -2.22e-16 -0.0003192
3 115 2502 1243 1259 1.251 0 0.9873 2000 1000 1000 1 0 1 0 0.315 0.1841 0.4442 0.3144 0.1842 0.4447 1.85 1.85 3 3 0.0004796 0.0004796 0.0004796 -0.0001333 0 -0.0001333 1.6 1.6 10 10 0.0005 0.0004998 0.0004998 -0.0004129 -2.22e-16 -0.0004129
3 120 2559 1306 1253 1.28 0 1.042 2000 1000 1000 1 0 1 0 0.3114 0.1841 0.4441 0.3142 0.1842 0.4442 1.6 1.6 10 10 0.0003126 0.0003126 0.0003126 -0.0001466 -2.22e-16 -0.0001466 1.45 1.45 11 11 0.0003 0.0003 0.0003 -0.0001251 -2.22e-16 -0.0001251
3 125 2483 1234 1249 1.242 0 0.988 2000 1000 1000 1 0 1 0 0.3148 0.1839 0.4441 0.3142 0.184 0.4444 1.3 1.3 14 14 0.0001611 0.0001611 0.0001611 -0.0001511 0 -0.0001511 1.45 1.45 11 11 0.0003 0.0002999 0.0002999 -0.0001668 0 -0.0001668
3 130 2482 1223 1259 1.241 0 0.9714 2000 1000 1000 1 0 1 0 0.3163 0.1843 0.4446 0.3139 0.1838 0.4441 1.75 1.75 8 8 0.0005842 0.000584 0.000584 -0.000438 0 -0.000438 1.55 1.55 10 10 0.000675 0.0006746 0.0006746 -0.0005932 -2.22e-16 -0.0005932
3 135 2448 1222 1226 1.224 0 0.9967 2000 1000 1000 1 0 1 0 0.3144 0.1842 0.4442 0.3142 0.1842 0.4442 1.65 1.65 8 8 0.002063 0.002032 0.002032 -0.01503 0 -0.01503 1.3 1.3 14 14 0.003175 0.003083 0.003083 -0.02994 0 -0.02994
3 140 2478 1268 1210 1.239 0 1.048 2000 1000 1000 1 0 1 0 0.3112 0.1842 0.4443 0.3141 0.1841 0.444 1.6 1.6 8 8 0.02534 0.01916 0.01916 -0.323 0 -0.323 1.6 1.6 9 9 0.00075 0.0007495 0.0007495 -0.0006758 0 -0.0006758
3 145 2515 1232 1283 1.258 0 0.9602 2000 1000 1000 1 0 1 0 0.3168 0.1841 0.4441 0.3143 0.1841 0.4444 1.6 1.6 9 9 0.02642 0.02518 0.02518 -0.04932 -2.22e-16 -0.04932 1.5 1.5 10 10 0.0257 0.02415 0.02415 -0.06428 -2.22e-16 -0.06428
3 150 2541 1265 1276 1.27 0 0.9914 2000 1000 1000 1 0 1 0 0.3147 0.184 0.4443 0.3141 0.1841 0.4442 1.75 1.75 7 7 0.003857 0.003744 0.003744 -0.03013 0 -0.03013 1.45 1.45 11 11 0.00695 0.006512 0.006512 -0.06719 0 -0.06719
3 155 1440 702 738 0.72 0 0.9512 1152 591 561 0.576 0 1.053 0 0.3173 0.184 0.444 0.3108 0.184 0.4444 1.5 1.5 11 11 0.00184 0.001824 0.001824 -0.00899 0 -0.00899 1.65 1.65 10 10 0.004167 0.004053 0.004053 -0.02805 0 -0.02805
3 160 719 367 352 0.3595 0 1.043 580 286 294 0.29 0 0.9728 0 0.3113 0.184 0.4441 0.3159 0.184 0.4442 1.2 1.2 16 16 0.0002782 0.0002782 0.0002782 -1.932e-14 0 -1.932e-14 1.25 1.25 15 15 0.000431 0.000431 0.000431 -4.707e-14 -2.22e-16 -4.707e-14
3 165 404 209 195 0.202 0 1.072 353 160 193 0.1765 0 0.829 0 0.3103 0.1845 0.4451 0.3263 0.184 0.4442 1.15 1.15 17 17 0.000495 0.0004947 0.0004947 -0.0006207 2.22e-16 -0.0006207 1.05 1.05 19 19 0.0001416 0.0001416 0.0001416 -3.086e-14 0 -3.086e-14
3 170 263 129 134 0.1315 0 0.9627 183 96 87 0.0915 0 1.103 0 0.3178 0.1865 0.4443 0.3089 0.1862 0.4442 1.1 1.1 18 18 0.0003802 0.0003802 0.0003802 -1.332e-14 0 -1.332e-14 1 1 20 20 0 0 0 nan nan nan
3 175 154 78 76 0.077 0 1.026 117 59 58 0.0585 0 1.017 0 0.3124 0.184 0.4442 0.3122 0.1824 0.4442 1.15 1.15 17 17 0.001623 0.001617 0.001617 -0.003937 0 -0.003937 1.1 1.1 18 18 0.0008547 0.0008547 0.0008547 -1.488e-14 0 -1.488e-14
3 180 96 48 48 0.048 0 1 107 46 61 0.0535 0 0.7541 0 0.3141 0.184 0.4442 0.3324 0.184 0.4442 1.1 1.1 18 18 0.001042 0.001042 0.001042 2.331e-15 0 2.331e-15 1.1 1.1 18 18 0.0009346 0.0009346 0.0009346 -1.066e-14 0 -1.066e-14
3 185 77 34 43 0.0385 0 0.7907 57 30 27 0.0285 0 1.111 0 0.3293 0.184 0.4442 0.3073 0.184 0.4442 1 1 20 20 0 0 0 nan nan nan 1 1 20 20 0 0 0 nan nan nan
3 190 58 25 33 0.029 0 0.7576 32 20 12 0.016 0 1.667 0 0.3321 0.184 0.4442 0.2816 0.184 0.4442 1 1 20 20 0 0 0 nan nan nan 1 1 20 20 0 0 0 nan nan nan
3 195 12 6 6 0.006 0 1 7 4 3 0.0035 0 1.333 0 0.3141 0.184 0.4442 0.2955 0.184 0.4442 1 1 20 20 0 0 0 nan nan nan 1 1 20 20 0 0 0 nan nan nan
3 200 8 5 3 0.004 0 1.667 5 3 2 0.0025 0 1.5 0 0.2816 0.184 0.4442 0.2881 0.184 0.4442 1 1 20 20 0 0 0 nan nan nan 1 1 20 20 0 0 0 nan nan nan
3 205 19 8 11 0.0095 0 0.7273 16 7 9 0.008 0 0.7778 0 0.3347 0.184 0.4442 0.3304 0.184 0.4442 1 1 20 20 0 0 0 nan nan nan 1 1 20 20 0 0 0 nan nan nan
3 210 33 15 18 0.0165 0 0.8333 31 16 15 0.0155 0 1.067 0 0.3259 0.184 0.4442 0.3099 0.184 0.4442 1 1 20 20 0 0 0 nan nan nan 1 1 20 20 0 0 0 nan nan nan
3 215 87 41 46 0.0435 0 0.8913 73 35 38 0.0365 0 0.9211 0 0.3216 0.184 0.4442 0.3195 0.184 0.4442 1 1 20 20 0 0 0 nan nan nan 1.15 1.15 17 17 0.002055 0.002055 0.002055 8.882e-16 2.22e-16 1.11e-15
3 220 228 109 119 0.114 0 0.916 169 90 79 0.0845 0 1.139 0 0.3194 0.1832 0.4442 0.3056 0.184 0.4442 1 1 20 20 0 0 0 nan nan nan 1.1 1.1 18 18 0.0005917 0.0005917 0.0005917 1.377e-14 0 1.377e-14
3 225 589 298 291 0.2945 0 1.024 461 237 224 0.2305 0 1.058 0 0.3126 0.184 0.4442 0.3107 0.184 0.4447 1.1 1.1 18 18 0.0001698 0.0001698 0.0001698 -8.549e-14 -2.22e-16 -8.549e-14 1.2 1.2 16 16 0.0004338 0.0004338 0.0004338 -3.997e-15 -2.22e-16 -4.219e-15
3 230 1749 885 864 0.8745 0 1.024 1444 706 738 0.722 0 0.9566 0 0.3123 0.1839 0.4439 0.317 0.1841 0.4442 1.35 1.35 13 13 0.0002859 0.0002858 0.0002858 -0.0003434 0 -0.0003434 1.2 1.2 16 16 0.0002078 0.0002077 0.0002077 -0.0003466 1.11e-16 -0.0003466
3 235 2503 1259 1244 1.252 0 1.012 2000 1000 1000 1 0 1 0 0.313 0.1838 0.4438 0.3143 0.1839 0.4446 1.6 1.6 10 10 0.0004195 0.0004192 0.0004192 -0.0006761 0 -0.0006761 1.5 1.5 11 11 0.00035 0.0003499 0.0003499 -0.0002859 -2.22e-16 -0.0002859
3 240 2477 1247 1230 1.238 0 1.014 2000 1000 1000 1 0 1 0 0.3136 0.1841 0.4449 0.3142 0.184 0.4443 1.55 1.55 10 10 0.0002826 0.0002826 0.0002826 -0.0001298 0 -0.0001298 1.4 1.4 14 14 0.000375 0.0003748 0.0003748 -0.0004504 0 -0.0004504
3 245 2526 1271 1255 1.263 0 1.013 2000 1000 1000 1 0 1 0 0.3135 0.1842 0.4445 0.3145 0.1844 0.4445 1.2 1.2 16 16 9.897e-05 9.896e-05 9.896e-05 -7.921e-05 0 -7.921e-05 1.05 1.05 19 19 2.5e-05 2.5e-05 2.5e-05 -1.643e-14 0 -1.643e-14
3 250 2478 1224 1254 1.239 0 0.9761 2000 1000 1000 1 0 1 0 0.3157 0.184 0.4442 0.314 0.1843 0.4438 1.6 1.6 9 9 0.0003027 0.0003026 0.0003026 -0.0001211 -2.22e-16 -0.0001211 1.45 1.45 11 11 0.000275 0.000275 0.000275 -9.096e-05 -2.22e-16 -9.096e-05
3 255 2485 1207 1278 1.242 0 0.9444 2000 1000 1000 1 0 1 0 0.3178 0.1839 0.4443 0.314 0.1838 0.4442 1.7 1.7 6 6 0.0004628 0.0004626 0.0004626 -0.0003152 0 -0.0003152 1.5 1.5 11 11 0.0004 0.0003999 0.0003999 -0.0003284 -2.22e-16 -0.0003284
3 260 2467 1282 1185 1.234 0 1.082 2000 1000 1000 1 0 1 0 0.309 0.1841 0.4442 0.3139 0.1843 0.4436 1.65 1.65 8 8 0.0003851 0.000385 0.000385 -0.0001601 -2.22e-16 -0.0001601 1.45 1.45 13 13 0.00025 0.00025 0.00025 -0.0001001 0 -0.0001001
3 265 2487 1234 1253 1.244 0 0.9848 2000 1000 1000 1 0 1 0 0.3151 0.1841 0.444 0.3144 0.1843 0.4444 1.7 1.7 8 8 0.02525 0.01909 0.01909 -0.3225 0 -0.3225 1.55 1.55 10 10 0.00045 0.0004499 0.0004499 -0.000278 0 -0.000278
3 270 2533 1302 1231 1.266 0 1.058 2000 1000 1000 1 0 1 0 0.3102 0.184 0.4437 0.3142 0.1842 0.4442 1.8 1.8 6 6 0.02566 0.01933 0.01933 -0.3272 0 -0.3272 1.6 1.6 9 9 0.02477 0.02543 0.02543 0.02572 -2.22e-16 0.02572
3 275 2455 1218 1237 1.228 0 0.9846 2000 1000 1000 1 0 1 0 0.3153 0.1844 0.4442 0.3143 0.1844 0.4442 1.7 1.7 8 8 0.001527 0.001516 0.001516 -0.007549 0 -0.007549 1.55 1.55 11 11 0.002375 0.002334 0.002334 -0.01739 0 -0.01739
3 280 2491 1272 1219 1.246 0 1.043 2000 1000 1000 1 0 1 0 0.3115 0.1842 0.4444 0.3143 0.1841 0.4445 1.5 1.5 11 11 0.02537 0.02479 0.02479 -0.02359 -2.22e-16 -0.02359 1.4 1.4 12 12 0.02558 0.02364 0.02364 -0.08196 0 -0.08196
3 285 2489 1270 1219 1.244 0 1.042 2000 1000 1000 1 0 1 0 0.3115 0.1842 0.4442 0.3141 0.1843 0.444 1.7 1.7 8 8 0.001908 0.001888 0.001888 -0.0106 -2.22e-16 -0.0106 1.5 1.5 12 12 0.00315 0.003119 0.003119 -0.01006 0 -0.01006
3 290 2432 1219 1213 1.216 0 1.005 2000 1000 1000 1 0 1 0 0.3139 0.1842 0.4443 0.3143 0.184 0.4446 1.7 1.7 9 9 0.0004934 0.0004932 0.0004932 -0.0005316 -2.22e-16 -0.0005316 1.65 1.65 8 8 0.000675 0.0006746 0.0006746 -0.0005654 -2.22e-16 -0.0005654
3 295 2466 1257 1209 1.233 0 1.04 2000 1000 1000 1 0 1 0 0.3115 0.1839 0.4442 0.3138 0.184 0.4437 1.6 1.6 10 10 0.0006083 0.0006078 0.0006078 -0.0007646 -2.22e-16 -0.0007646 1.45 1.45 12 12 0.000375 0.0003749 0.0003749 -0.0003169 -2.22e-16 -0.0003169
3 300 2414 1181 1233 1.207 0 0.9578 2000 1000 1000 1 0 1 0 0.317 0.1838 0.4445 0.3141 0.184 0.4442 1.55 1.55 10 10 0.0003728 0.0003727 0.0003727 -0.0002879 -2.22e-16 -0.0002879 1.65 1.65 7 7 0.00045 0.0004499 0.0004499 -0.0002224 0 -0.0002224
3 305 1721 854 867 0.8605 0 0.985 1455 685 770 0.7275 0 0.8896 0 0.315 0.1837 0.4444 0.3217 0.1839 0.4443 1.65 1.65 9 9 0.0004939 0.0004938 0.0004938 -0.0002737 2.22e-16 -0.0002737 1.4 1.4 12 12 0.0005842 0.0005839 0.0005839 -0.0005667 0 -0.0005667
3 310 667 343 324 0.3335 0 1.059 584 283 301 0.292 0 0.9402 0 0.3105 0.184 0.4445 0.3181 0.184 0.4443 1.25 1.25 15 15 0.0003748 0.0003748 0.0003748 -4.752e-14 1.11e-16 -4.73e-14 1.1 1.1 18 18 0.0001712 0.0001712 0.0001712 2.554e-15 0 2.554e-15
