generation,off.nbr,off.nbfem,off.nbmal,off.density,off.dvar,off.sexratio,adlt.nbr,adlt.nbfem,adlt.nbmal,adlt.density,adlt.dvar,adlt.sexratio,extrate,off.fem.p1,off.fem.p2,off.fem.p3,off.fem.p4,off.fem.p5,off.fem.p6,off.fem.p7,off.fem.p8,off.fem.p9,off.mal.p1,off.mal.p2,off.mal.p3,off.mal.p4,off.mal.p5,off.mal.p6,off.mal.p7,off.mal.p8,off.mal.p9,adlt.fem.p1,adlt.fem.p2,adlt.fem.p3,adlt.fem.p4,adlt.fem.p5,adlt.fem.p6,adlt.fem.p7,adlt.fem.p8,adlt.fem.p9,adlt.mal.p1,adlt.mal.p2,adlt.mal.p3,adlt.mal.p4,adlt.mal.p5,adlt.mal.p6,adlt.mal.p7,adlt.mal.p8,adlt.mal.p9,age.patch1,age.patch2,age.patch3,age.patch4,age.patch5,age.patch6,age.patch7,age.patch8,age.patch9,patch.avg.age,extrate,off.disp,off.fdisp,off.mdisp,adlt.disp,adlt.fdisp,adlt.mdisp
100,1.9122e+03,1.1970e+02,1.1933e+02,0.0000e+00,3.7133e-02,1.0038e+00,1.4033e+03,8.7813e+01,8.7603e+01,0.0000e+00,1.6857e-02,1.0025e+00,2.2220e-01,1.5533e+02,7.6833e+01,1.5183e+02,7.5833e+01,1.5100e+02,0.0000e+00,1.5033e+02,1.2617e+02,7.0333e+01,1.5483e+02,7.8833e+01,1.5067e+02,8.0667e+01,1.4933e+02,0.0000e+00,1.4833e+02,1.1783e+02,7.4000e+01,1.1100e+02,5.5000e+01,1.1100e+02,5.5000e+01,1.1100e+02,0.0000e+00,1.1100e+02,9.3500e+01,5.5000e+01,1.1100e+02,5.3833e+01,1.1100e+02,5.5000e+01,1.1100e+02,0.0000e+00,1.1100e+02,9.3000e+01,5.5000e+01,9.9000e+01,9.9000e+01,9.9000e+01,9.9000e+01,9.9000e+01,0.0000e+00,9.9000e+01,9.9000e+01,9.9000e+01,8.8000e+01,5.2910e-01,5.5515e-01,5.0247e-01,5.2720e-01,5.5355e-01,5.0095e-01,
105,1.9192e+03,1.2013e+02,1.1977e+02,0.0000e+00,3.6550e-02,1.0035e+00,1.4053e+03,8.8000e+01,8.7667e+01,0.0000e+00,1.2736e-02,1.0038e+00,2.2220e-01,1.5200e+02,7.1667e+01,1.5267e+02,7.5167e+01,1.4733e+02,0.0000e+00,1.5333e+02,1.2883e+02,8.0000e+01,1.5800e+02,7.2000e+01,1.5083e+02,8.0500e+01,1.4550e+02,0.0000e+00,1.5233e+02,1.2750e+02,7.1500e+01,1.1100e+02,5.5000e+01,1.1100e+02,5.5000e+01,1.1067e+02,0.0000e+00,1.1100e+02,9.5333e+01,5.5000e+01,1.1100e+02,5.5000e+01,1.1100e+02,5.5000e+01,1.0733e+02,0.0000e+00,1.1100e+02,9.6000e+01,5.5000e+01,1.0400e+02,1.0400e+02,1.0400e+02,1.0400e+02,1.0400e+02,0.0000e+00,1.0400e+02,1.0400e+02,1.0400e+02,9.2000e+01,5.2475e-01,5.4800e-01,5.0190e-01,5.2805e-01,5.5222e-01,5.0362e-01,
110,1.9395e+03,1.2070e+02,1.2175e+02,0.0000e+00,4.3863e-02,9.9343e-01,1.4107e+03,8.8147e+01,8.8188e+01,0.0000e+00,1.0853e-02,9.9933e-01,2.2220e-01,1.4933e+02,7.1833e+01,1.5967e+02,7.7000e+01,1.4850e+02,0.0000e+00,1.4833e+02,1.3267e+02,7.8333e+01,1.6033e+02,7.4333e+01,1.5500e+02,7.6500e+01,1.4550e+02,0.0000e+00,1.5500e+02,1.2800e+02,7.9167e+01,1.1100e+02,5.5000e+01,1.1100e+02,5.5000e+01,1.1100e+02,0.0000e+00,1.1100e+02,9.6167e+01,5.5000e+01,1.1100e+02,5.4167e+01,1.1100e+02,5.5000e+01,1.1100e+02,0.0000e+00,1.1100e+02,9.7333e+01,5.5000e+01,1.0900e+02,1.0900e+02,1.0900e+02,1.0900e+02,1.0900e+02,0.0000e+00,1.0900e+02,1.0900e+02,1.0900e+02,9.6000e+01,5.2948e-01,5.5827e-01,5.0140e-01,5.2873e-01,5.5332e-01,5.0423e-01,
115,1.9343e+03,1.1917e+02,1.2263e+02,0.0000e+00,4.6484e-02,9.7178e-01,1.4060e+03,8.7833e+01,8.7917e+01,0.0000e+00,1.5393e-02,9.9892e-01,2.2220e-01,1.5083e+02,7.4000e+01,1.4833e+02,7.8833e+01,1.5550e+02,0.0000e+00,1.4750e+02,1.2367e+02,7.4667e+01,1.4933e+02,8.0833e+01,1.5833e+02,7.2667e+01,1.5467e+02,0.0000e+00,1.5350e+02,1.3300e+02,7.8667e+01,1.1100e+02,5.5000e+01,1.1100e+02,5.5000e+01,1.1100e+02,0.0000e+00,1.1100e+02,9.3667e+01,5.5000e+01,1.1100e+02,5.5000e+01,1.1100e+02,5.5000e+01,1.1100e+02,0.0000e+00,1.1100e+02,9.4333e+01,5.5000e+01,1.1400e+02,1.1400e+02,1.1400e+02,1.1400e+02,1.1400e+02,0.0000e+00,1.1400e+02,1.1400e+02,1.1400e+02,1.0100e+02,5.3197e-01,5.6297e-01,5.0163e-01,5.2922e-01,5.5743e-01,5.0108e-01,
120,1.9350e+03,1.2205e+02,1.2232e+02,0.0000e+00,4.1683e-02,9.7792e-01,1.4035e+03,8.7708e+01,8.7730e+01,0.0000e+00,1.7733e-02,9.9973e-01,2.2220e-01,1.5483e+02,7.3167e+01,1.5300e+02,7.2833e+01,1.5083e+02,0.0000e+00,1.6267e+02,1.1667e+02,7.2333e+01,1.6017e+02,7.6167e+01,1.5833e+02,7.5000e+01,1.5300e+02,0.0000e+00,1.5133e+02,1.2850e+02,7.6167e+01,1.1100e+02,5.5000e+01,1.1100e+02,5.5000e+01,1.1100e+02,0.0000e+00,1.1100e+02,9.2667e+01,5.5000e+01,1.1100e+02,5.5000e+01,1.1100e+02,5.5000e+01,1.1100e+02,0.0000e+00,1.1100e+02,9.2833e+01,5.5000e+01,1.1900e+02,1.1900e+02,1.1900e+02,1.1900e+02,1.1900e+02,0.0000e+00,1.1900e+02,1.1900e+02,1.1900e+02,1.0500e+02,5.2907e-01,5.5445e-01,5.0262e-01,5.2898e-01,5.5718e-01,5.0078e-01,
125,1.9238e+03,1.2353e+02,1.2195e+02,0.0000e+00,1.5202e-02,1.0133e+00,1.4018e+03,8.9353e+01,8.9500e+01,0.0000e+00,1.8117e-05,9.9838e-01,2.5923e-01,1.6083e+02,7.1333e+01,1.5350e+02,7.7167e+01,1.4850e+02,0.0000e+00,1.4800e+02,1.3433e+02,7.4833e+01,1.5750e+02,7.0500e+01,1.5417e+02,7.5000e+01,1.5350e+02,0.0000e+00,1.4150e+02,1.2683e+02,7.6333e+01,1.1100e+02,5.5000e+01,1.1100e+02,5.5000e+01,1.1100e+02,0.0000e+00,1.1100e+02,9.1333e+01,5.5000e+01,1.1100e+02,5.5000e+01,1.1100e+02,5.5000e+01,1.1100e+02,0.0000e+00,1.1100e+02,9.2500e+01,5.5000e+01,1.2400e+02,1.2400e+02,1.2400e+02,1.2400e+02,1.2400e+02,0.0000e+00,1.2400e+02,1.0333e+02,1.2400e+02,1.0767e+02,5.2862e-01,5.5043e-01,5.0732e-01,5.2760e-01,5.5382e-01,5.0165e-01,
130,1.8902e+03,1.1980e+02,1.2152e+02,0.0000e+00,8.5047e-03,9.8837e-01,1.4030e+03,8.9500e+01,8.9500e+01,0.0000e+00,0.0000e+00,1.0000e+00,2.5923e-01,1.4817e+02,6.8500e+01,1.5050e+02,7.5333e+01,1.5150e+02,0.0000e+00,1.3933e+02,1.2750e+02,7.7667e+01,1.4833e+02,7.5000e+01,1.4283e+02,7.3333e+01,1.5783e+02,0.0000e+00,1.5200e+02,1.2367e+02,7.8667e+01,1.1100e+02,5.5000e+01,1.1100e+02,5.5000e+01,1.1100e+02,0.0000e+00,1.1100e+02,9.2500e+01,5.5000e+01,1.1100e+02,5.5000e+01,1.1100e+02,5.5000e+01,1.1100e+02,0.0000e+00,1.1100e+02,9.2500e+01,5.5000e+01,1.2900e+02,1.2900e+02,1.2900e+02,1.2900e+02,1.2900e+02,0.0000e+00,1.2900e+02,1.0750e+02,1.2900e+02,1.1167e+02,5.3002e-01,5.6320e-01,4.9505e-01,5.2957e-01,5.5823e-01,5.0088e-01,
135,1.9085e+03,1.2082e+02,1.2278e+02,0.0000e+00,8.1945e-03,9.8600e-01,1.4030e+03,8.9500e+01,8.9500e+01,0.0000e+00,0.0000e+00,1.0000e+00,2.5923e-01,1.5400e+02,7.3833e+01,1.5100e+02,7.6833e+01,1.4333e+02,0.0000e+00,1.4983e+02,1.2000e+02,7.8500e+01,1.5333e+02,7.3500e+01,1.5050e+02,7.7167e+01,1.5683e+02,0.0000e+00,1.5000e+02,1.2317e+02,7.6667e+01,1.1100e+02,5.5000e+01,1.1100e+02,5.5000e+01,1.1100e+02,0.0000e+00,1.1100e+02,9.2500e+01,5.5000e+01,1.1100e+02,5.5000e+01,1.1100e+02,5.5000e+01,1.1100e+02,0.0000e+00,1.1100e+02,9.2500e+01,5.5000e+01,1.3400e+02,1.3400e+02,1.3400e+02,1.3400e+02,1.3400e+02,0.0000e+00,1.3400e+02,1.1167e+02,1.3400e+02,1.1650e+02,5.2917e-01,5.6290e-01,4.9825e-01,5.2910e-01,5.5752e-01,5.0070e-01,
140,1.9472e+03,1.2662e+02,1.2190e+02,0.0000e+00,9.4637e-03,1.0406e+00,1.4030e+03,8.9500e+01,8.9500e+01,0.0000e+00,0.0000e+00,1.0000e+00,2.5923e-01,1.6050e+02,8.1333e+01,1.5117e+02,8.1167e+01,1.6183e+02,0.0000e+00,1.4917e+02,1.3233e+02,7.5667e+01,1.5933e+02,7.7167e+01,1.6867e+02,7.1667e+01,1.4433e+02,0.0000e+00,1.4783e+02,1.1533e+02,6.9667e+01,1.1100e+02,5.5000e+01,1.1100e+02,5.5000e+01,1.1100e+02,0.0000e+00,1.1100e+02,9.2500e+01,5.5000e+01,1.1100e+02,5.5000e+01,1.1100e+02,5.5000e+01,1.1100e+02,0.0000e+00,1.1100e+02,9.2500e+01,5.5000e+01,1.3900e+02,1.3900e+02,1.3900e+02,1.3900e+02,1.3900e+02,0.0000e+00,1.3900e+02,1.1583e+02,1.3900e+02,1.2050e+02,5.3565e-01,5.6438e-01,5.0502e-01,5.2905e-01,5.5717e-01,5.0092e-01,
145,1.9043e+03,1.1980e+02,1.2337e+02,0.0000e+00,7.7847e-03,9.7165e-01,1.4015e+03,8.9313e+01,8.9500e+01,0.0000e+00,1.2203e-04,9.9792e-01,2.5923e-01,1.5250e+02,7.0333e+01,1.5483e+02,7.6333e+01,1.4033e+02,0.0000e+00,1.4633e+02,1.2317e+02,7.4667e+01,1.5350e+02,7.5000e+01,1.5200e+02,7.7000e+01,1.5717e+02,0.0000e+00,1.5883e+02,1.1417e+02,7.8167e+01,1.1100e+02,5.3500e+01,1.1100e+02,5.5000e+01,1.1100e+02,0.0000e+00,1.1100e+02,9.2500e+01,5.5000e+01,1.1100e+02,5.5000e+01,1.1100e+02,5.5000e+01,1.1100e+02,0.0000e+00,1.1100e+02,9.2500e+01,5.5000e+01,1.4400e+02,1.4400e+02,1.4400e+02,1.4400e+02,1.4400e+02,0.0000e+00,1.4400e+02,1.2000e+02,1.4400e+02,1.2533e+02,5.2927e-01,5.5643e-01,5.0137e-01,5.2818e-01,5.5458e-01,5.0168e-01,
150,1.8955e+03,1.1868e+02,1.2288e+02,0.0000e+00,8.3522e-03,9.6655e-01,1.4023e+03,8.9500e+01,8.9417e+01,0.0000e+00,2.4100e-05,1.0010e+00,2.5923e-01,1.4950e+02,6.8333e+01,1.5017e+02,7.4000e+01,1.4833e+02,0.0000e+00,1.4117e+02,1.2233e+02,7.7000e+01,1.5150e+02,7.7833e+01,1.4983e+02,7.3667e+01,1.6267e+02,0.0000e+00,1.4400e+02,1.2867e+02,7.6500e+01,1.1100e+02,5.5000e+01,1.1100e+02,5.5000e+01,1.1100e+02,0.0000e+00,1.1100e+02,9.2500e+01,5.5000e+01,1.1100e+02,5.4333e+01,1.1100e+02,5.5000e+01,1.1100e+02,0.0000e+00,1.1100e+02,9.2500e+01,5.5000e+01,1.4900e+02,1.4900e+02,1.4900e+02,1.4900e+02,1.4900e+02,0.0000e+00,1.4900e+02,1.2417e+02,1.4900e+02,1.2917e+02,5.2768e-01,5.5623e-01,5.0028e-01,5.2915e-01,5.5757e-01,5.0065e-01,
155,1.7260e+03,1.0998e+02,1.0986e+02,0.0000e+00,3.9463e-02,1.0021e+00,1.2598e+03,8.0722e+01,7.9828e+01,0.0000e+00,1.6421e-02,1.0109e+00,2.5923e-01,1.5050e+02,6.2667e+01,1.3117e+02,7.6500e+01,1.2150e+02,0.0000e+00,1.5050e+02,1.0517e+02,6.5333e+01,1.5467e+02,5.3167e+01,1.2650e+02,7.4000e+01,1.2500e+02,0.0000e+00,1.5233e+02,1.0650e+02,7.0500e+01,1.1100e+02,4.3500e+01,9.5167e+01,5.5000e+01,8.8333e+01,0.0000e+00,1.1100e+02,8.3667e+01,4.6000e+01,1.1100e+02,4.3667e+01,9.4833e+01,5.5000e+01,8.9500e+01,0.0000e+00,1.1100e+02,7.5333e+01,4.5833e+01,1.5400e+02,1.5400e+02,1.5400e+02,1.5400e+02,1.5400e+02,0.0000e+00,1.5400e+02,1.2833e+02,1.5400e+02,1.3317e+02,5.3020e-01,5.6455e-01,4.9695e-01,5.3408e-01,5.6105e-01,5.0655e-01,
160,1.7140e+03,1.1005e+02,1.0860e+02,0.0000e+00,4.1688e-02,1.0136e+00,1.2475e+03,7.9342e+01,7.9770e+01,0.0000e+00,1.2559e-02,9.9425e-01,2.5923e-01,1.5500e+02,5.8500e+01,1.1483e+02,7.8667e+01,1.2950e+02,0.0000e+00,1.5500e+02,1.0633e+02,6.5333e+01,1.5500e+02,6.0167e+01,1.1667e+02,8.1833e+01,1.2350e+02,0.0000e+00,1.4933e+02,1.0450e+02,5.9833e+01,1.1100e+02,4.3667e+01,8.8667e+01,5.5000e+01,8.9000e+01,0.0000e+00,1.1100e+02,8.1167e+01,4.2667e+01,1.1100e+02,4.6167e+01,8.9333e+01,5.5000e+01,8.9000e+01,0.0000e+00,1.1100e+02,8.0167e+01,4.3667e+01,1.5900e+02,1.5900e+02,1.5900e+02,1.5900e+02,1.5900e+02,0.0000e+00,1.5900e+02,1.3250e+02,1.5900e+02,1.3800e+02,5.2388e-01,5.4962e-01,4.9782e-01,5.2625e-01,5.5018e-01,5.0265e-01,
165,1.7173e+03,1.1002e+02,1.0890e+02,0.0000e+00,2.7772e-02,1.0109e+00,1.2550e+03,8.0095e+01,8.0000e+01,0.0000e+00,1.1348e-02,1.0013e+00,2.5923e-01,1.4483e+02,6.0167e+01,1.2217e+02,7.9500e+01,1.2733e+02,0.0000e+00,1.4750e+02,1.1383e+02,6.7333e+01,1.5383e+02,5.7833e+01,1.1917e+02,7.6500e+01,1.2017e+02,0.0000e+00,1.5183e+02,1.0467e+02,7.0667e+01,1.1100e+02,4.7000e+01,8.8333e+01,5.5000e+01,8.8333e+01,0.0000e+00,1.1100e+02,7.7500e+01,4.9500e+01,1.1100e+02,4.8833e+01,8.9667e+01,5.5000e+01,8.6500e+01,0.0000e+00,1.1100e+02,7.6833e+01,4.8500e+01,1.6400e+02,1.6400e+02,1.6400e+02,1.6400e+02,1.6400e+02,0.0000e+00,1.6400e+02,1.3667e+02,1.6400e+02,1.4200e+02,5.1990e-01,5.5045e-01,4.8863e-01,5.2527e-01,5.5235e-01,4.9990e-01,
170,1.7107e+03,1.1052e+02,1.0748e+02,0.0000e+00,3.2380e-02,1.0314e+00,1.2642e+03,7.9998e+01,8.1160e+01,0.0000e+00,1.1659e-02,9.8548e-01,2.5923e-01,1.4983e+02,6.0500e+01,1.1350e+02,7.5167e+01,1.3367e+02,0.0000e+00,1.4967e+02,1.1683e+02,6.8333e+01,1.4483e+02,5.5333e+01,1.2150e+02,6.8500e+01,1.3483e+02,0.0000e+00,1.4883e+02,1.1033e+02,5.9000e+01,1.1100e+02,4.0833e+01,8.7167e+01,5.5000e+01,9.4333e+01,0.0000e+00,1.1100e+02,8.3167e+01,4.5167e+01,1.1100e+02,4.4833e+01,8.6667e+01,5.5000e+01,9.5500e+01,0.0000e+00,1.1100e+02,8.6000e+01,4.6500e+01,1.6900e+02,1.6900e+02,1.6900e+02,1.6900e+02,1.6900e+02,0.0000e+00,1.6900e+02,1.4083e+02,1.6900e+02,1.4683e+02,5.2675e-01,5.5682e-01,4.9633e-01,5.2825e-01,5.5723e-01,4.9982e-01,
175,1.7410e+03,1.1135e+02,1.1039e+02,0.0000e+00,5.3497e-02,1.0086e+00,1.2565e+03,8.0443e+01,7.9657e+01,0.0000e+00,1.9098e-02,1.0099e+00,2.5923e-01,1.5600e+02,5.8667e+01,1.1517e+02,8.1167e+01,1.2667e+02,0.0000e+00,1.4950e+02,1.2167e+02,6.5667e+01,1.4383e+02,5.6667e+01,1.1067e+02,7.9000e+01,1.3750e+02,0.0000e+00,1.6100e+02,1.1517e+02,6.2667e+01,1.1100e+02,4.3167e+01,8.5500e+01,5.5000e+01,9.5667e+01,0.0000e+00,1.1100e+02,8.5000e+01,4.5000e+01,1.1100e+02,4.2333e+01,8.4333e+01,5.5000e+01,9.5833e+01,0.0000e+00,1.1100e+02,8.0333e+01,4.5333e+01,1.7400e+02,1.7400e+02,1.7400e+02,1.7400e+02,1.7400e+02,0.0000e+00,1.7400e+02,1.4500e+02,1.7400e+02,1.5083e+02,5.1472e-01,5.4027e-01,4.8817e-01,5.2120e-01,5.4545e-01,4.9690e-01,
180,1.7452e+03,1.1219e+02,1.0995e+02,0.0000e+00,3.4237e-02,1.0214e+00,1.2583e+03,8.0678e+01,7.9672e+01,0.0000e+00,1.5829e-02,1.0128e+00,2.5923e-01,1.4950e+02,6.2167e+01,1.3283e+02,7.5500e+01,1.3217e+02,0.0000e+00,1.5633e+02,1.1333e+02,5.9333e+01,1.4467e+02,5.9500e+01,1.2617e+02,7.8500e+01,1.2833e+02,0.0000e+00,1.5050e+02,1.1550e+02,6.0833e+01,1.1100e+02,4.3333e+01,9.3667e+01,5.5000e+01,9.3833e+01,0.0000e+00,1.1100e+02,8.2333e+01,4.3000e+01,1.1100e+02,4.2667e+01,9.1500e+01,5.5000e+01,9.1500e+01,0.0000e+00,1.1100e+02,8.0667e+01,4.1833e+01,1.7900e+02,1.7900e+02,1.7900e+02,1.7900e+02,1.7900e+02,0.0000e+00,1.7900e+02,1.4917e+02,1.7900e+02,1.5567e+02,5.2612e-01,5.5837e-01,4.9442e-01,5.2802e-01,5.5718e-01,4.9778e-01,
185,1.6488e+03,1.0925e+02,1.0371e+02,0.0000e+00,7.9723e-02,1.0276e+00,1.2382e+03,7.8188e+01,7.9617e+01,0.0000e+00,2.9141e-02,9.8250e-01,2.5923e-01,1.6733e+02,4.9000e+01,1.1017e+02,8.1333e+01,1.1400e+02,0.0000e+00,1.4467e+02,1.1667e+02,5.2333e+01,1.4350e+02,5.3667e+01,1.1283e+02,7.6500e+01,1.1167e+02,0.0000e+00,1.4667e+02,1.1567e+02,5.2833e+01,1.1100e+02,4.0500e+01,8.1333e+01,5.5000e+01,8.8333e+01,0.0000e+00,1.1100e+02,8.5667e+01,4.0500e+01,1.1100e+02,4.1333e+01,8.7167e+01,5.5000e+01,9.1333e+01,0.0000e+00,1.1100e+02,8.4667e+01,4.3333e+01,1.8400e+02,1.8400e+02,1.8400e+02,1.8400e+02,1.8400e+02,0.0000e+00,1.8400e+02,1.5333e+02,1.8400e+02,1.5967e+02,5.3248e-01,5.5330e-01,5.0760e-01,5.2200e-01,5.4918e-01,4.9792e-01,
190,1.7140e+03,1.1275e+02,1.1120e+02,0.0000e+00,3.7478e-02,1.0149e+00,1.2463e+03,8.1118e+01,8.1597e+01,0.0000e+00,1.2272e-02,9.9448e-01,2.9627e-01,1.6167e+02,4.7167e+01,1.2217e+02,8.0500e+01,1.3183e+02,0.0000e+00,1.4900e+02,1.1050e+02,6.1167e+01,1.5700e+02,4.5833e+01,1.1800e+02,7.7500e+01,1.3017e+02,0.0000e+00,1.5683e+02,1.0700e+02,5.7667e+01,1.1100e+02,3.7500e+01,8.8333e+01,5.5000e+01,8.9500e+01,0.0000e+00,1.1100e+02,8.5000e+01,4.3833e+01,1.1100e+02,4.0667e+01,8.7333e+01,5.5000e+01,9.2000e+01,0.0000e+00,1.1100e+02,8.4167e+01,4.4000e+01,1.8900e+02,1.5750e+02,1.8900e+02,1.8900e+02,1.8900e+02,0.0000e+00,1.8900e+02,1.5750e+02,1.8900e+02,1.6100e+02,5.2278e-01,5.5127e-01,4.9310e-01,5.2207e-01,5.4825e-01,4.9615e-01,
195,1.7363e+03,1.1417e+02,1.1358e+02,0.0000e+00,3.3417e-02,1.0052e+00,1.2522e+03,8.1988e+01,8.1923e+01,0.0000e+00,1.0462e-02,1.0016e+00,2.9627e-01,1.6283e+02,6.2000e+01,1.3050e+02,7.2833e+01,1.1383e+02,0.0000e+00,1.5550e+02,1.0183e+02,7.0500e+01,1.4583e+02,6.6167e+01,1.2917e+02,8.4000e+01,1.1333e+02,0.0000e+00,1.5383e+02,1.0850e+02,6.5667e+01,1.1100e+02,4.2167e+01,9.2000e+01,5.5000e+01,8.7833e+01,0.0000e+00,1.1100e+02,7.9667e+01,4.7500e+01,1.1100e+02,4.2000e+01,9.3333e+01,5.5000e+01,8.6667e+01,0.0000e+00,1.1100e+02,7.9167e+01,4.7833e+01,1.9400e+02,1.6167e+02,1.9400e+02,1.9400e+02,1.9400e+02,0.0000e+00,1.9400e+02,1.6167e+02,1.9400e+02,1.6483e+02,5.2382e-01,5.5020e-01,4.9940e-01,5.1957e-01,5.4693e-01,4.9517e-01,
200,1.6768e+03,1.0927e+02,1.0977e+02,0.0000e+00,3.8275e-02,9.9705e-01,1.2363e+03,8.1062e+01,8.0353e+01,0.0000e+00,1.2549e-02,1.0091e+00,2.9627e-01,1.6017e+02,5.2667e+01,1.3450e+02,7.5000e+01,1.1550e+02,0.0000e+00,1.4650e+02,1.0117e+02,5.2500e+01,1.4650e+02,5.4667e+01,1.2917e+02,7.4000e+01,1.1783e+02,0.0000e+00,1.5400e+02,1.0833e+02,5.4333e+01,1.1100e+02,4.0167e+01,9.5167e+01,5.5000e+01,8.8667e+01,0.0000e+00,1.1100e+02,7.9333e+01,4.0667e+01,1.1100e+02,4.0500e+01,9.4667e+01,5.5000e+01,8.6167e+01,0.0000e+00,1.1100e+02,7.4333e+01,4.2667e+01,1.9900e+02,1.6583e+02,1.9900e+02,1.9900e+02,1.9900e+02,0.0000e+00,1.9900e+02,1.6583e+02,1.9900e+02,1.6867e+02,5.2442e-01,5.6352e-01,4.8390e-01,5.2562e-01,5.5347e-01,4.9780e-01,
205,1.6922e+03,1.1035e+02,1.1072e+02,0.0000e+00,3.8238e-02,9.9817e-01,1.2463e+03,8.1598e+01,8.1077e+01,0.0000e+00,1.2260e-02,1.0063e+00,2.9627e-01,1.5250e+02,5.6333e+01,1.1867e+02,7.8000e+01,1.2433e+02,0.0000e+00,1.5233e+02,1.0417e+02,5.9667e+01,1.5517e+02,5.3667e+01,1.2317e+02,7.6167e+01,1.2183e+02,0.0000e+00,1.4633e+02,1.0767e+02,6.2167e+01,1.1100e+02,4.1833e+01,8.8000e+01,5.5000e+01,9.3667e+01,0.0000e+00,1.1100e+02,7.7167e+01,4.7500e+01,1.1100e+02,4.4167e+01,8.9500e+01,5.5000e+01,8.9000e+01,0.0000e+00,1.1100e+02,7.7000e+01,4.4500e+01,2.0400e+02,1.7000e+02,2.0400e+02,2.0400e+02,2.0400e+02,0.0000e+00,2.0400e+02,1.7000e+02,2.0400e+02,1.7350e+02,5.2395e-01,5.5292e-01,4.9615e-01,5.1990e-01,5.5157e-01,4.8953e-01,
210,1.6660e+03,1.0968e+02,1.0725e+02,0.0000e+00,4.2123e-02,1.0236e+00,1.2550e+03,8.1028e+01,8.2693e+01,0.0000e+00,1.3261e-02,9.7978e-01,2.9627e-01,1.3983e+02,5.9500e+01,1.1767e+02,7.5500e+01,1.2133e+02,0.0000e+00,1.5700e+02,1.0600e+02,6.5500e+01,1.4717e+02,5.8833e+01,1.0500e+02,7.1167e+01,1.1700e+02,0.0000e+00,1.5350e+02,1.0567e+02,6.5333e+01,1.1100e+02,4.2833e+01,8.3500e+01,5.5000e+01,8.8000e+01,0.0000e+00,1.1100e+02,8.1500e+01,4.8500e+01,1.1100e+02,3.9167e+01,9.3667e+01,5.5000e+01,9.2167e+01,0.0000e+00,1.1100e+02,8.0333e+01,5.1333e+01,2.0900e+02,1.7417e+02,2.0900e+02,2.0900e+02,2.0900e+02,0.0000e+00,2.0900e+02,1.7417e+02,2.0900e+02,1.7733e+02,5.2222e-01,5.5325e-01,4.9043e-01,5.2203e-01,5.5425e-01,4.8890e-01,
215,1.6405e+03,1.0732e+02,1.0738e+02,0.0000e+00,2.6497e-02,9.9967e-01,1.2437e+03,8.1190e+01,8.1332e+01,0.0000e+00,1.0455e-02,9.9882e-01,2.9627e-01,1.3983e+02,4.9500e+01,1.2333e+02,7.8000e+01,1.3267e+02,0.0000e+00,1.4100e+02,9.3833e+01,6.1667e+01,1.3600e+02,5.6000e+01,1.1967e+02,7.1333e+01,1.2733e+02,0.0000e+00,1.5683e+02,9.2000e+01,6.1500e+01,1.0967e+02,3.9167e+01,9.0333e+01,5.5000e+01,9.9333e+01,0.0000e+00,1.1100e+02,7.2000e+01,4.4833e+01,1.1100e+02,3.9000e+01,8.6667e+01,5.5000e+01,9.9667e+01,0.0000e+00,1.1100e+02,7.3667e+01,4.6333e+01,2.1400e+02,1.7833e+02,2.1400e+02,2.1400e+02,2.1400e+02,0.0000e+00,2.1400e+02,1.7833e+02,2.1400e+02,1.8200e+02,5.2102e-01,5.5835e-01,4.8380e-01,5.2192e-01,5.5883e-01,4.8500e-01,
220,1.6618e+03,1.0947e+02,1.0813e+02,0.0000e+00,4.4028e-02,1.0152e+00,1.2190e+03,7.9353e+01,7.9950e+01,0.0000e+00,1.6037e-02,9.9243e-01,2.9627e-01,1.3933e+02,5.1000e+01,1.1200e+02,7.8833e+01,1.2133e+02,0.0000e+00,1.6083e+02,1.1200e+02,6.0167e+01,1.3400e+02,6.0667e+01,1.1183e+02,6.8667e+01,1.2167e+02,0.0000e+00,1.4783e+02,1.1933e+02,6.2333e+01,1.0100e+02,3.8833e+01,8.4667e+01,5.5000e+01,8.9500e+01,0.0000e+00,1.1100e+02,8.4167e+01,4.2500e+01,1.0433e+02,3.7167e+01,8.6500e+01,5.5000e+01,9.1333e+01,0.0000e+00,1.1100e+02,8.4833e+01,4.2167e+01,2.1900e+02,1.8250e+02,2.1900e+02,2.1900e+02,2.1900e+02,0.0000e+00,2.1900e+02,1.8250e+02,2.1900e+02,1.8600e+02,5.1413e-01,5.5208e-01,4.7960e-01,5.1393e-01,5.4750e-01,4.7960e-01,
